date,region,daily_ed_visits,departments_reporting
20-02-2023,Hauts-de-France,5572,5
21-02-2023,Hauts-de-France,4997,5
22-02-2023,Hauts-de-France,5075,5
23-02-2023,Hauts-de-France,4950,5
24-02-2023,Hauts-de-France,4809,5
25-02-2023,Hauts-de-France,4646,5
26-02-2023,Hauts-de-France,4727,5
27-02-2023,Hauts-de-France,5684,5
28-02-2023,Hauts-de-France,5443,5
01-03-2023,Hauts-de-France,5048,5
02-03-2023,Hauts-de-France,5278,5
03-03-2023,Hauts-de-France,5202,5
04-03-2023,Hauts-de-France,4638,5
05-03-2023,Hauts-de-France,4894,5
06-03-2023,Hauts-de-France,6027,5
07-03-2023,Hauts-de-France,4851,5
08-03-2023,Hauts-de-France,5206,5
09-03-2023,Hauts-de-France,5609,5
10-03-2023,Hauts-de-France,5325,5
11-03-2023,Hauts-de-France,5018,5
12-03-2023,Hauts-de-France,5026,5
13-03-2023,Hauts-de-France,6594,5
14-03-2023,Hauts-de-France,5666,5
15-03-2023,Hauts-de-France,5312,5
16-03-2023,Hauts-de-France,5557,5
17-03-2023,Hauts-de-France,5654,5
18-03-2023,Hauts-de-France,5084,5
19-03-2023,Hauts-de-France,5123,5
20-03-2023,Hauts-de-France,6269,5
21-03-2023,Hauts-de-France,5577,5
22-03-2023,Hauts-de-France,5506,5
23-03-2023,Hauts-de-France,5417,5
24-03-2023,Hauts-de-France,5473,5
25-03-2023,Hauts-de-France,5065,5
26-03-2023,Hauts-de-France,4785,5
27-03-2023,Hauts-de-France,6048,5
28-03-2023,Hauts-de-France,5278,5
29-03-2023,Hauts-de-France,5511,5
30-03-2023,Hauts-de-France,5850,5
31-03-2023,Hauts-de-France,5873,5
01-04-2023,Hauts-de-France,4927,5
02-04-2023,Hauts-de-France,4871,5
03-04-2023,Hauts-de-France,6020,5
04-04-2023,Hauts-de-France,5548,5
05-04-2023,Hauts-de-France,5461,5
06-04-2023,Hauts-de-France,5530,5
07-04-2023,Hauts-de-France,5388,5
08-04-2023,Hauts-de-France,5172,5
09-04-2023,Hauts-de-France,5014,5
10-04-2023,Hauts-de-France,5199,5
11-04-2023,Hauts-de-France,6133,5
12-04-2023,Hauts-de-France,5475,5
13-04-2023,Hauts-de-France,5388,5
14-04-2023,Hauts-de-France,5490,5
15-04-2023,Hauts-de-France,4950,5
16-04-2023,Hauts-de-France,5042,5
17-04-2023,Hauts-de-France,5600,5
18-04-2023,Hauts-de-France,5291,5
19-04-2023,Hauts-de-France,5053,5
20-04-2023,Hauts-de-France,4933,5
21-04-2023,Hauts-de-France,4995,5
22-04-2023,Hauts-de-France,4788,5
23-04-2023,Hauts-de-France,4762,5
24-04-2023,Hauts-de-France,5378,5
25-04-2023,Hauts-de-France,5000,5
26-04-2023,Hauts-de-France,5079,5
27-04-2023,Hauts-de-France,5090,5
28-04-2023,Hauts-de-France,5133,5
29-04-2023,Hauts-de-France,4942,5
30-04-2023,Hauts-de-France,5525,5
01-05-2023,Hauts-de-France,4943,5
02-05-2023,Hauts-de-France,5932,5
03-05-2023,Hauts-de-France,5366,5
04-05-2023,Hauts-de-France,5650,5
05-05-2023,Hauts-de-France,5564,5
06-05-2023,Hauts-de-France,5305,5
07-05-2023,Hauts-de-France,5154,5
08-05-2023,Hauts-de-France,5364,5
09-05-2023,Hauts-de-France,6001,5
10-05-2023,Hauts-de-France,5433,5
11-05-2023,Hauts-de-France,5546,5
12-05-2023,Hauts-de-France,5295,5
13-05-2023,Hauts-de-France,5098,5
14-05-2023,Hauts-de-France,5138,5
15-05-2023,Hauts-de-France,6169,5
16-05-2023,Hauts-de-France,5363,5
17-05-2023,Hauts-de-France,5288,5
18-05-2023,Hauts-de-France,4582,5
19-05-2023,Hauts-de-France,5596,5
20-05-2023,Hauts-de-France,5156,5
21-05-2023,Hauts-de-France,5176,5
22-05-2023,Hauts-de-France,6119,5
23-05-2023,Hauts-de-France,5584,5
24-05-2023,Hauts-de-France,5468,5
25-05-2023,Hauts-de-France,5740,5
26-05-2023,Hauts-de-France,5644,5
27-05-2023,Hauts-de-France,5372,5
28-05-2023,Hauts-de-France,5376,5
29-05-2023,Hauts-de-France,5675,5
30-05-2023,Hauts-de-France,6442,5
31-05-2023,Hauts-de-France,6117,5
01-06-2023,Hauts-de-France,5904,5
02-06-2023,Hauts-de-France,5755,5
03-06-2023,Hauts-de-France,5242,5
04-06-2023,Hauts-de-France,5385,5
05-06-2023,Hauts-de-France,6523,5
06-06-2023,Hauts-de-France,5604,5
07-06-2023,Hauts-de-France,5685,5
08-06-2023,Hauts-de-France,5955,5
09-06-2023,Hauts-de-France,5957,5
10-06-2023,Hauts-de-France,5651,5
11-06-2023,Hauts-de-France,6100,5
12-06-2023,Hauts-de-France,7118,5
13-06-2023,Hauts-de-France,6140,5
14-06-2023,Hauts-de-France,5893,5
15-06-2023,Hauts-de-France,5870,5
16-06-2023,Hauts-de-France,5951,5
17-06-2023,Hauts-de-France,5729,5
18-06-2023,Hauts-de-France,5578,5
19-06-2023,Hauts-de-France,6650,5
20-06-2023,Hauts-de-France,5679,5
21-06-2023,Hauts-de-France,5394,5
22-06-2023,Hauts-de-France,6099,5
23-06-2023,Hauts-de-France,5603,5
24-06-2023,Hauts-de-France,5347,5
25-06-2023,Hauts-de-France,5649,5
26-06-2023,Hauts-de-France,6245,5
27-06-2023,Hauts-de-France,5594,5
28-06-2023,Hauts-de-France,5615,5
29-06-2023,Hauts-de-France,5469,5
30-06-2023,Hauts-de-France,5539,5
01-07-2023,Hauts-de-France,5137,5
02-07-2023,Hauts-de-France,5146,5
03-07-2023,Hauts-de-France,5848,5
04-07-2023,Hauts-de-France,5273,5
05-07-2023,Hauts-de-France,5131,5
06-07-2023,Hauts-de-France,5260,5
07-07-2023,Hauts-de-France,5415,5
08-07-2023,Hauts-de-France,5328,5
09-07-2023,Hauts-de-France,5356,5
10-07-2023,Hauts-de-France,6131,5
11-07-2023,Hauts-de-France,5502,5
12-07-2023,Hauts-de-France,5318,5
13-07-2023,Hauts-de-France,5444,5
14-07-2023,Hauts-de-France,4981,5
15-07-2023,Hauts-de-France,5461,5
16-07-2023,Hauts-de-France,5043,5
17-07-2023,Hauts-de-France,5905,5
18-07-2023,Hauts-de-France,5296,5
19-07-2023,Hauts-de-France,5330,5
20-07-2023,Hauts-de-France,5195,5
21-07-2023,Hauts-de-France,5275,5
22-07-2023,Hauts-de-France,4838,5
23-07-2023,Hauts-de-France,4764,5
24-07-2023,Hauts-de-France,5311,5
25-07-2023,Hauts-de-France,4887,5
26-07-2023,Hauts-de-France,5063,5
27-07-2023,Hauts-de-France,4765,5
28-07-2023,Hauts-de-France,5037,5
29-07-2023,Hauts-de-France,4877,5
30-07-2023,Hauts-de-France,4600,5
31-07-2023,Hauts-de-France,5350,5
01-08-2023,Hauts-de-France,4850,5
02-08-2023,Hauts-de-France,4994,5
03-08-2023,Hauts-de-France,4967,5
04-08-2023,Hauts-de-France,4807,5
05-08-2023,Hauts-de-France,4548,5
06-08-2023,Hauts-de-France,4294,5
07-08-2023,Hauts-de-France,5184,5
08-08-2023,Hauts-de-France,4899,5
09-08-2023,Hauts-de-France,4990,5
10-08-2023,Hauts-de-France,4942,5
11-08-2023,Hauts-de-France,5146,5
12-08-2023,Hauts-de-France,4881,5
13-08-2023,Hauts-de-France,4707,5
14-08-2023,Hauts-de-France,5963,5
15-08-2023,Hauts-de-France,4647,5
16-08-2023,Hauts-de-France,5632,5
17-08-2023,Hauts-de-France,5183,5
18-08-2023,Hauts-de-France,5484,5
19-08-2023,Hauts-de-France,4944,5
20-08-2023,Hauts-de-France,4965,5
21-08-2023,Hauts-de-France,5637,5
22-08-2023,Hauts-de-France,5337,5
23-08-2023,Hauts-de-France,5232,5
24-08-2023,Hauts-de-France,5057,5
25-08-2023,Hauts-de-France,5148,5
26-08-2023,Hauts-de-France,4945,5
27-08-2023,Hauts-de-France,4842,5
28-08-2023,Hauts-de-France,5338,5
29-08-2023,Hauts-de-France,5075,5
30-08-2023,Hauts-de-France,4835,5
31-08-2023,Hauts-de-France,5078,5
01-09-2023,Hauts-de-France,4872,5
02-09-2023,Hauts-de-France,5244,5
03-09-2023,Hauts-de-France,5158,5
04-09-2023,Hauts-de-France,5392,5
05-09-2023,Hauts-de-France,5156,5
06-09-2023,Hauts-de-France,5302,5
07-09-2023,Hauts-de-France,5360,5
08-09-2023,Hauts-de-France,5651,5
09-09-2023,Hauts-de-France,5566,5
10-09-2023,Hauts-de-France,5847,5
11-09-2023,Hauts-de-France,6598,5
12-09-2023,Hauts-de-France,5894,5
13-09-2023,Hauts-de-France,5788,5
14-09-2023,Hauts-de-France,6113,5
15-09-2023,Hauts-de-France,5895,5
16-09-2023,Hauts-de-France,5795,5
17-09-2023,Hauts-de-France,5930,5
18-09-2023,Hauts-de-France,6562,5
19-09-2023,Hauts-de-France,5820,5
20-09-2023,Hauts-de-France,5777,5
21-09-2023,Hauts-de-France,5723,5
22-09-2023,Hauts-de-France,5445,5
23-09-2023,Hauts-de-France,5456,5
24-09-2023,Hauts-de-France,5432,5
25-09-2023,Hauts-de-France,6758,5
26-09-2023,Hauts-de-France,5986,5
27-09-2023,Hauts-de-France,5877,5
28-09-2023,Hauts-de-France,6120,5
29-09-2023,Hauts-de-France,5878,5
30-09-2023,Hauts-de-France,5573,5
01-10-2023,Hauts-de-France,5775,5
02-10-2023,Hauts-de-France,6956,5
03-10-2023,Hauts-de-France,5997,5
04-10-2023,Hauts-de-France,5689,5
05-10-2023,Hauts-de-France,5743,5
06-10-2023,Hauts-de-France,5726,5
07-10-2023,Hauts-de-France,5744,5
08-10-2023,Hauts-de-France,5809,5
09-10-2023,Hauts-de-France,6956,5
10-10-2023,Hauts-de-France,6114,5
11-10-2023,Hauts-de-France,5995,5
12-10-2023,Hauts-de-France,6322,5
13-10-2023,Hauts-de-France,6256,5
14-10-2023,Hauts-de-France,5499,5
15-10-2023,Hauts-de-France,5423,5
16-10-2023,Hauts-de-France,6452,5
17-10-2023,Hauts-de-France,5686,5
18-10-2023,Hauts-de-France,5527,5
19-10-2023,Hauts-de-France,6018,5
20-10-2023,Hauts-de-France,5784,5
21-10-2023,Hauts-de-France,5216,5
22-10-2023,Hauts-de-France,5264,5
23-10-2023,Hauts-de-France,5878,5
24-10-2023,Hauts-de-France,5491,5
25-10-2023,Hauts-de-France,5419,5
26-10-2023,Hauts-de-France,5402,5
27-10-2023,Hauts-de-France,5486,5
28-10-2023,Hauts-de-France,5269,5
29-10-2023,Hauts-de-France,5168,5
30-10-2023,Hauts-de-France,6014,5
31-10-2023,Hauts-de-France,5596,5
01-11-2023,Hauts-de-France,5042,5
02-11-2023,Hauts-de-France,5200,5
03-11-2023,Hauts-de-France,5483,5
04-11-2023,Hauts-de-France,5209,5
05-11-2023,Hauts-de-France,4997,5
06-11-2023,Hauts-de-France,6039,5
07-11-2023,Hauts-de-France,5559,5
08-11-2023,Hauts-de-France,5460,5
09-11-2023,Hauts-de-France,5851,5
10-11-2023,Hauts-de-France,5629,5
11-11-2023,Hauts-de-France,5216,5
12-11-2023,Hauts-de-France,5235,5
13-11-2023,Hauts-de-France,6540,5
14-11-2023,Hauts-de-France,5800,5
15-11-2023,Hauts-de-France,5618,5
16-11-2023,Hauts-de-France,5980,5
17-11-2023,Hauts-de-France,5833,5
18-11-2023,Hauts-de-France,5336,5
19-11-2023,Hauts-de-France,5546,5
20-11-2023,Hauts-de-France,6635,5
21-11-2023,Hauts-de-France,6072,5
22-11-2023,Hauts-de-France,5908,5
23-11-2023,Hauts-de-France,6247,5
24-11-2023,Hauts-de-France,5940,5
25-11-2023,Hauts-de-France,5464,5
26-11-2023,Hauts-de-France,5529,5
27-11-2023,Hauts-de-France,6730,5
28-11-2023,Hauts-de-France,5936,5
29-11-2023,Hauts-de-France,5854,5
30-11-2023,Hauts-de-France,6117,5
01-12-2023,Hauts-de-France,5734,5
02-12-2023,Hauts-de-France,5301,5
03-12-2023,Hauts-de-France,5215,5
04-12-2023,Hauts-de-France,6365,5
05-12-2023,Hauts-de-France,6042,5
06-12-2023,Hauts-de-France,5931,5
07-12-2023,Hauts-de-France,6052,5
08-12-2023,Hauts-de-France,5974,5
09-12-2023,Hauts-de-France,5650,5
10-12-2023,Hauts-de-France,5524,5
11-12-2023,Hauts-de-France,7169,5
12-12-2023,Hauts-de-France,6176,5
13-12-2023,Hauts-de-France,6049,5
14-12-2023,Hauts-de-France,6178,5
15-12-2023,Hauts-de-France,5939,5
16-12-2023,Hauts-de-France,5630,5
17-12-2023,Hauts-de-France,5318,5
18-12-2023,Hauts-de-France,6649,5
19-12-2023,Hauts-de-France,5961,5
20-12-2023,Hauts-de-France,5798,5
21-12-2023,Hauts-de-France,5999,5
22-12-2023,Hauts-de-France,5844,5
23-12-2023,Hauts-de-France,5573,5
24-12-2023,Hauts-de-France,4494,5
25-12-2023,Hauts-de-France,5023,5
26-12-2023,Hauts-de-France,6704,5
27-12-2023,Hauts-de-France,6379,5
28-12-2023,Hauts-de-France,6128,5
29-12-2023,Hauts-de-France,6160,5
30-12-2023,Hauts-de-France,6143,5
31-12-2023,Hauts-de-France,5339,5
01-01-2017,Normandie,2874,5
02-01-2017,Normandie,3518,5
03-01-2017,Normandie,3523,5
04-01-2017,Normandie,3401,5
05-01-2017,Normandie,3525,5
06-01-2017,Normandie,3397,5
07-01-2017,Normandie,3197,5
08-01-2017,Normandie,3129,5
09-01-2017,Normandie,3972,5
10-01-2017,Normandie,3352,5
11-01-2017,Normandie,3311,5
12-01-2017,Normandie,3507,5
13-01-2017,Normandie,3365,5
14-01-2017,Normandie,3455,5
15-01-2017,Normandie,3112,5
16-01-2017,Normandie,3952,5
17-01-2017,Normandie,3596,5
18-01-2017,Normandie,3416,5
19-01-2017,Normandie,3634,5
20-01-2017,Normandie,3410,5
21-01-2017,Normandie,3025,5
22-01-2017,Normandie,3088,5
23-01-2017,Normandie,3906,5
24-01-2017,Normandie,3509,5
25-01-2017,Normandie,3572,5
26-01-2017,Normandie,3639,5
27-01-2017,Normandie,3779,5
28-01-2017,Normandie,3395,5
29-01-2017,Normandie,3239,5
30-01-2017,Normandie,4169,5
31-01-2017,Normandie,3767,5
01-02-2017,Normandie,3562,5
02-02-2017,Normandie,3567,5
03-02-2017,Normandie,3700,5
04-02-2017,Normandie,3312,5
05-02-2017,Normandie,3124,5
06-02-2017,Normandie,3984,5
07-02-2017,Normandie,3504,5
08-02-2017,Normandie,3392,5
09-02-2017,Normandie,3573,5
10-02-2017,Normandie,3421,5
11-02-2017,Normandie,2945,5
12-02-2017,Normandie,2897,5
13-02-2017,Normandie,3463,5
14-02-2017,Normandie,3016,5
15-02-2017,Normandie,3284,5
16-02-2017,Normandie,3124,5
17-02-2017,Normandie,3198,5
18-02-2017,Normandie,3057,5
19-02-2017,Normandie,2995,5
20-02-2017,Normandie,3556,5
21-02-2017,Normandie,3040,5
22-02-2017,Normandie,3026,5
23-02-2017,Normandie,3084,5
24-02-2017,Normandie,3122,5
25-02-2017,Normandie,3169,5
26-02-2017,Normandie,3149,5
27-02-2017,Normandie,3661,5
28-02-2017,Normandie,3294,5
01-03-2017,Normandie,3255,5
02-03-2017,Normandie,3364,5
03-03-2017,Normandie,3425,5
04-03-2017,Normandie,3237,5
05-03-2017,Normandie,3019,5
06-03-2017,Normandie,3713,5
07-03-2017,Normandie,3259,5
08-03-2017,Normandie,3294,5
09-03-2017,Normandie,3494,5
10-03-2017,Normandie,3452,5
11-03-2017,Normandie,3360,5
12-03-2017,Normandie,3331,5
13-03-2017,Normandie,3985,5
14-03-2017,Normandie,3501,5
15-03-2017,Normandie,3500,5
16-03-2017,Normandie,3509,5
17-03-2017,Normandie,3508,5
18-03-2017,Normandie,3309,5
19-03-2017,Normandie,3202,5
20-03-2017,Normandie,3949,5
21-03-2017,Normandie,3589,5
22-03-2017,Normandie,3459,5
23-03-2017,Normandie,3477,5
24-03-2017,Normandie,3505,5
25-03-2017,Normandie,3351,5
26-03-2017,Normandie,3233,5
27-03-2017,Normandie,4239,5
28-03-2017,Normandie,3633,5
29-03-2017,Normandie,3551,5
30-03-2017,Normandie,3621,5
31-03-2017,Normandie,3818,5
01-04-2017,Normandie,3520,5
02-04-2017,Normandie,3309,5
03-04-2017,Normandie,4138,5
04-04-2017,Normandie,3548,5
05-04-2017,Normandie,3457,5
06-04-2017,Normandie,3765,5
07-04-2017,Normandie,3758,5
08-04-2017,Normandie,3539,5
09-04-2017,Normandie,3361,5
10-04-2017,Normandie,3941,5
11-04-2017,Normandie,3222,5
12-04-2017,Normandie,3225,5
13-04-2017,Normandie,3287,5
14-04-2017,Normandie,3341,5
15-04-2017,Normandie,3290,5
16-04-2017,Normandie,3241,5
17-04-2017,Normandie,3199,5
18-04-2017,Normandie,3542,5
19-04-2017,Normandie,3124,5
20-04-2017,Normandie,3111,5
21-04-2017,Normandie,3289,5
22-04-2017,Normandie,3415,5
23-04-2017,Normandie,3208,5
24-04-2017,Normandie,3857,5
25-04-2017,Normandie,3449,5
26-04-2017,Normandie,3281,5
27-04-2017,Normandie,3526,5
28-04-2017,Normandie,3440,5
29-04-2017,Normandie,3483,5
30-04-2017,Normandie,3326,5
01-05-2017,Normandie,3008,5
02-05-2017,Normandie,3930,5
03-05-2017,Normandie,3289,5
04-05-2017,Normandie,3521,5
05-05-2017,Normandie,3528,5
06-05-2017,Normandie,3208,5
07-05-2017,Normandie,3146,5
08-05-2017,Normandie,3224,5
09-05-2017,Normandie,3932,5
10-05-2017,Normandie,3620,5
11-05-2017,Normandie,3607,5
12-05-2017,Normandie,3587,5
13-05-2017,Normandie,3301,5
14-05-2017,Normandie,3323,5
15-05-2017,Normandie,4115,5
16-05-2017,Normandie,3515,5
17-05-2017,Normandie,3474,5
18-05-2017,Normandie,3594,5
19-05-2017,Normandie,3565,5
20-05-2017,Normandie,3282,5
21-05-2017,Normandie,3457,5
22-05-2017,Normandie,4165,5
23-05-2017,Normandie,3663,5
24-05-2017,Normandie,3646,5
25-05-2017,Normandie,3203,5
26-05-2017,Normandie,3954,5
27-05-2017,Normandie,3726,5
28-05-2017,Normandie,3635,5
29-05-2017,Normandie,4220,5
30-05-2017,Normandie,3747,5
31-05-2017,Normandie,3660,5
01-06-2017,Normandie,3852,5
02-06-2017,Normandie,3801,5
03-06-2017,Normandie,3660,5
04-06-2017,Normandie,3636,5
05-06-2017,Normandie,3699,5
06-06-2017,Normandie,3982,5
07-06-2017,Normandie,3460,5
08-06-2017,Normandie,3765,5
09-06-2017,Normandie,3575,5
10-06-2017,Normandie,3515,5
11-06-2017,Normandie,3502,5
12-06-2017,Normandie,4254,5
13-06-2017,Normandie,3641,5
14-06-2017,Normandie,3603,5
15-06-2017,Normandie,3787,5
16-06-2017,Normandie,3659,5
17-06-2017,Normandie,3568,5
18-06-2017,Normandie,3702,5
19-06-2017,Normandie,4165,5
20-06-2017,Normandie,3695,5
21-06-2017,Normandie,3620,5
22-06-2017,Normandie,3958,5
23-06-2017,Normandie,4006,5
24-06-2017,Normandie,3829,5
25-06-2017,Normandie,3901,5
26-06-2017,Normandie,4404,5
27-06-2017,Normandie,3756,5
28-06-2017,Normandie,3389,5
29-06-2017,Normandie,3484,5
30-06-2017,Normandie,3411,5
01-07-2017,Normandie,3366,5
02-07-2017,Normandie,3277,5
03-07-2017,Normandie,3971,5
04-07-2017,Normandie,3485,5
05-07-2017,Normandie,3429,5
06-07-2017,Normandie,3531,5
07-07-2017,Normandie,3571,5
08-07-2017,Normandie,3438,5
09-07-2017,Normandie,3564,5
10-07-2017,Normandie,4075,5
11-07-2017,Normandie,3516,5
12-07-2017,Normandie,3586,5
13-07-2017,Normandie,3406,5
14-07-2017,Normandie,3365,5
15-07-2017,Normandie,3990,5
16-07-2017,Normandie,3332,5
17-07-2017,Normandie,4044,5
18-07-2017,Normandie,3370,5
19-07-2017,Normandie,3817,5
20-07-2017,Normandie,3738,5
21-07-2017,Normandie,3611,5
22-07-2017,Normandie,3504,5
23-07-2017,Normandie,3363,5
24-07-2017,Normandie,3637,5
25-07-2017,Normandie,3546,5
26-07-2017,Normandie,3336,5
27-07-2017,Normandie,3367,5
28-07-2017,Normandie,3173,5
29-07-2017,Normandie,3174,5
30-07-2017,Normandie,2996,5
31-07-2017,Normandie,3698,5
01-08-2017,Normandie,3220,5
02-08-2017,Normandie,3224,5
03-08-2017,Normandie,3299,5
04-08-2017,Normandie,3347,5
05-08-2017,Normandie,3247,5
06-08-2017,Normandie,2878,5
07-08-2017,Normandie,3663,5
08-08-2017,Normandie,3084,5
09-08-2017,Normandie,3020,5
10-08-2017,Normandie,3064,5
11-08-2017,Normandie,3068,5
12-08-2017,Normandie,3082,5
13-08-2017,Normandie,2964,5
14-08-2017,Normandie,3805,5
15-08-2017,Normandie,2955,5
16-08-2017,Normandie,3550,5
17-08-2017,Normandie,3227,5
18-08-2017,Normandie,3224,5
19-08-2017,Normandie,3188,5
20-08-2017,Normandie,3001,5
21-08-2017,Normandie,3652,5
22-08-2017,Normandie,3057,5
23-08-2017,Normandie,3221,5
24-08-2017,Normandie,3127,5
25-08-2017,Normandie,3261,5
26-08-2017,Normandie,3219,5
27-08-2017,Normandie,3199,5
28-08-2017,Normandie,3728,5
29-08-2017,Normandie,3270,5
30-08-2017,Normandie,2849,5
31-08-2017,Normandie,3037,5
01-09-2017,Normandie,3075,5
02-09-2017,Normandie,3106,5
03-09-2017,Normandie,2864,5
04-09-2017,Normandie,3065,5
05-09-2017,Normandie,2964,5
06-09-2017,Normandie,3181,5
07-09-2017,Normandie,2994,5
08-09-2017,Normandie,3169,5
09-09-2017,Normandie,3173,5
10-09-2017,Normandie,2983,5
11-09-2017,Normandie,3564,5
12-09-2017,Normandie,3083,5
13-09-2017,Normandie,3243,5
14-09-2017,Normandie,3245,5
15-09-2017,Normandie,3236,5
16-09-2017,Normandie,3292,5
17-09-2017,Normandie,3239,5
18-09-2017,Normandie,3896,5
19-09-2017,Normandie,3516,5
20-09-2017,Normandie,3622,5
21-09-2017,Normandie,3568,5
22-09-2017,Normandie,3729,5
23-09-2017,Normandie,3187,5
24-09-2017,Normandie,3496,5
25-09-2017,Normandie,4101,5
26-09-2017,Normandie,3852,5
27-09-2017,Normandie,3673,5
28-09-2017,Normandie,3848,5
29-09-2017,Normandie,3743,5
30-09-2017,Normandie,3576,5
01-10-2017,Normandie,3296,5
02-10-2017,Normandie,4159,5
03-10-2017,Normandie,3728,5
04-10-2017,Normandie,3488,5
05-10-2017,Normandie,3581,5
06-10-2017,Normandie,3613,5
07-10-2017,Normandie,3256,5
08-10-2017,Normandie,3136,5
09-10-2017,Normandie,3911,5
10-10-2017,Normandie,3420,5
11-10-2017,Normandie,3721,5
12-10-2017,Normandie,3610,5
13-10-2017,Normandie,3746,5
14-10-2017,Normandie,3578,5
15-10-2017,Normandie,3683,5
16-10-2017,Normandie,4334,5
17-10-2017,Normandie,3730,5
18-10-2017,Normandie,3648,5
19-10-2017,Normandie,3794,5
20-10-2017,Normandie,3429,5
21-10-2017,Normandie,3394,5
22-10-2017,Normandie,3005,5
23-10-2017,Normandie,3676,5
24-10-2017,Normandie,3329,5
25-10-2017,Normandie,3146,5
26-10-2017,Normandie,3347,5
27-10-2017,Normandie,3276,5
28-10-2017,Normandie,3133,5
29-10-2017,Normandie,3228,5
30-10-2017,Normandie,3764,5
31-10-2017,Normandie,3154,5
01-11-2017,Normandie,2798,5
02-11-2017,Normandie,3365,5
03-11-2017,Normandie,3405,5
04-11-2017,Normandie,3200,5
05-11-2017,Normandie,2947,5
06-11-2017,Normandie,3604,5
07-11-2017,Normandie,3247,5
08-11-2017,Normandie,3170,5
09-11-2017,Normandie,3399,5
10-11-2017,Normandie,3413,5
11-11-2017,Normandie,3038,5
12-11-2017,Normandie,2917,5
13-11-2017,Normandie,3697,5
14-11-2017,Normandie,3448,5
15-11-2017,Normandie,3532,5
16-11-2017,Normandie,3586,5
17-11-2017,Normandie,3708,5
18-11-2017,Normandie,3258,5
19-11-2017,Normandie,3307,5
20-11-2017,Normandie,4003,5
21-11-2017,Normandie,3636,5
22-11-2017,Normandie,3623,5
23-11-2017,Normandie,3561,5
24-11-2017,Normandie,3539,5
25-11-2017,Normandie,3142,5
26-11-2017,Normandie,2967,5
27-11-2017,Normandie,3908,5
28-11-2017,Normandie,3485,5
29-11-2017,Normandie,3302,5
30-11-2017,Normandie,3349,5
01-12-2017,Normandie,3410,5
02-12-2017,Normandie,2954,5
03-12-2017,Normandie,3017,5
04-12-2017,Normandie,3780,5
05-12-2017,Normandie,3524,5
06-12-2017,Normandie,3424,5
07-12-2017,Normandie,3460,5
08-12-2017,Normandie,3589,5
09-12-2017,Normandie,3121,5
10-12-2017,Normandie,3232,5
11-12-2017,Normandie,4002,5
12-12-2017,Normandie,3427,5
13-12-2017,Normandie,3577,5
14-12-2017,Normandie,3666,5
15-12-2017,Normandie,3600,5
16-12-2017,Normandie,3348,5
17-12-2017,Normandie,3181,5
18-12-2017,Normandie,4093,5
19-12-2017,Normandie,3621,5
20-12-2017,Normandie,3340,5
21-12-2017,Normandie,3657,5
22-12-2017,Normandie,3676,5
23-12-2017,Normandie,3636,5
24-12-2017,Normandie,3168,5
25-12-2017,Normandie,3210,5
26-12-2017,Normandie,4346,5
27-12-2017,Normandie,3952,5
28-12-2017,Normandie,3947,5
29-12-2017,Normandie,3998,5
30-12-2017,Normandie,3856,5
31-12-2017,Normandie,3110,5
01-01-2018,Normandie,3436,5
02-01-2018,Normandie,4234,5
03-01-2018,Normandie,3695,5
04-01-2018,Normandie,3539,5
05-01-2018,Normandie,3554,5
06-01-2018,Normandie,3289,5
07-01-2018,Normandie,3020,5
08-01-2018,Normandie,3695,5
09-01-2018,Normandie,3578,5
10-01-2018,Normandie,3340,5
11-01-2018,Normandie,3505,5
12-01-2018,Normandie,3431,5
13-01-2018,Normandie,3142,5
14-01-2018,Normandie,3055,5
15-01-2018,Normandie,3916,5
16-01-2018,Normandie,3403,5
17-01-2018,Normandie,3461,5
18-01-2018,Normandie,3575,5
19-01-2018,Normandie,3468,5
20-01-2018,Normandie,3296,5
21-01-2018,Normandie,3038,5
22-01-2018,Normandie,3968,5
23-01-2018,Normandie,3606,5
24-01-2018,Normandie,3464,5
25-01-2018,Normandie,3648,5
26-01-2018,Normandie,3611,5
27-01-2018,Normandie,3329,5
28-01-2018,Normandie,3189,5
29-01-2018,Normandie,4036,5
30-01-2018,Normandie,3656,5
31-01-2018,Normandie,3244,5
01-02-2018,Normandie,3545,5
02-02-2018,Normandie,3394,5
03-02-2018,Normandie,3212,5
04-02-2018,Normandie,3097,5
05-02-2018,Normandie,3727,5
06-02-2018,Normandie,3369,5
07-02-2018,Normandie,3285,5
08-02-2018,Normandie,3539,5
09-02-2018,Normandie,3285,5
10-02-2018,Normandie,3332,5
11-02-2018,Normandie,3281,5
12-02-2018,Normandie,4040,5
13-02-2018,Normandie,3463,5
14-02-2018,Normandie,3403,5
15-02-2018,Normandie,3860,5
16-02-2018,Normandie,3757,5
17-02-2018,Normandie,3604,5
18-02-2018,Normandie,3546,5
19-02-2018,Normandie,4291,5
20-02-2018,Normandie,3636,5
21-02-2018,Normandie,3580,5
22-02-2018,Normandie,3816,5
23-02-2018,Normandie,3629,5
24-02-2018,Normandie,3340,5
25-02-2018,Normandie,3054,5
26-02-2018,Normandie,3498,5
27-02-2018,Normandie,3185,5
28-02-2018,Normandie,3243,5
01-03-2018,Normandie,3275,5
02-03-2018,Normandie,4402,5
03-03-2018,Normandie,3480,5
04-03-2018,Normandie,3161,5
05-03-2018,Normandie,3949,5
06-03-2018,Normandie,3408,5
07-03-2018,Normandie,3458,5
08-03-2018,Normandie,3431,5
09-03-2018,Normandie,3552,5
