date,region,daily_ed_visits,departments_reporting
15-01-2023,Bretagne,2161,4
16-01-2023,Bretagne,2596,4
17-01-2023,Bretagne,2310,4
18-01-2023,Bretagne,2116,4
19-01-2023,Bretagne,2076,4
20-01-2023,Bretagne,2514,4
21-01-2023,Bretagne,2361,4
22-01-2023,Bretagne,2125,4
23-01-2023,Bretagne,2539,4
24-01-2023,Bretagne,2274,4
25-01-2023,Bretagne,2226,4
26-01-2023,Bretagne,2396,4
27-01-2023,Bretagne,2356,4
28-01-2023,Bretagne,2330,4
29-01-2023,Bretagne,2237,4
30-01-2023,Bretagne,2615,4
31-01-2023,Bretagne,2253,4
01-02-2023,Bretagne,2292,4
02-02-2023,Bretagne,2463,4
03-02-2023,Bretagne,2486,4
04-02-2023,Bretagne,2409,4
05-02-2023,Bretagne,2361,4
06-02-2023,Bretagne,2695,4
07-02-2023,Bretagne,2306,4
08-02-2023,Bretagne,2353,4
09-02-2023,Bretagne,2514,4
10-02-2023,Bretagne,2503,4
11-02-2023,Bretagne,2366,4
12-02-2023,Bretagne,2340,4
13-02-2023,Bretagne,2618,4
14-02-2023,Bretagne,2479,4
15-02-2023,Bretagne,2444,4
16-02-2023,Bretagne,2407,4
17-02-2023,Bretagne,2421,4
18-02-2023,Bretagne,2374,4
19-02-2023,Bretagne,2261,4
20-02-2023,Bretagne,2496,4
21-02-2023,Bretagne,2281,4
22-02-2023,Bretagne,2273,4
23-02-2023,Bretagne,2186,4
24-02-2023,Bretagne,2367,4
25-02-2023,Bretagne,2325,4
26-02-2023,Bretagne,2339,4
27-02-2023,Bretagne,2720,4
28-02-2023,Bretagne,2386,4
01-03-2023,Bretagne,2330,4
02-03-2023,Bretagne,2446,4
03-03-2023,Bretagne,2461,4
04-03-2023,Bretagne,2490,4
05-03-2023,Bretagne,2356,4
06-03-2023,Bretagne,2715,4
07-03-2023,Bretagne,2330,4
08-03-2023,Bretagne,2477,4
09-03-2023,Bretagne,2562,4
10-03-2023,Bretagne,2426,4
11-03-2023,Bretagne,2329,4
12-03-2023,Bretagne,2345,4
13-03-2023,Bretagne,2870,4
14-03-2023,Bretagne,2497,4
15-03-2023,Bretagne,2534,4
16-03-2023,Bretagne,2614,4
17-03-2023,Bretagne,2526,4
18-03-2023,Bretagne,2456,4
19-03-2023,Bretagne,2540,4
20-03-2023,Bretagne,2864,4
21-03-2023,Bretagne,2538,4
22-03-2023,Bretagne,2513,4
23-03-2023,Bretagne,2348,4
24-03-2023,Bretagne,2418,4
25-03-2023,Bretagne,2414,4
26-03-2023,Bretagne,2370,4
27-03-2023,Bretagne,2804,4
28-03-2023,Bretagne,2363,4
29-03-2023,Bretagne,2526,4
30-03-2023,Bretagne,2417,4
31-03-2023,Bretagne,2454,4
01-04-2023,Bretagne,2462,4
02-04-2023,Bretagne,2366,4
03-04-2023,Bretagne,2914,4
04-04-2023,Bretagne,2528,4
05-04-2023,Bretagne,2497,4
06-04-2023,Bretagne,2585,4
07-04-2023,Bretagne,2659,4
08-04-2023,Bretagne,2576,4
09-04-2023,Bretagne,2543,4
10-04-2023,Bretagne,2549,4
11-04-2023,Bretagne,2773,4
12-04-2023,Bretagne,2446,4
13-04-2023,Bretagne,2431,4
14-04-2023,Bretagne,2501,4
15-04-2023,Bretagne,2379,4
16-04-2023,Bretagne,2535,4
17-04-2023,Bretagne,2856,4
18-04-2023,Bretagne,2433,4
19-04-2023,Bretagne,2523,4
20-04-2023,Bretagne,2421,4
21-04-2023,Bretagne,2479,4
22-04-2023,Bretagne,2333,4
23-04-2023,Bretagne,2280,4
24-04-2023,Bretagne,2668,4
25-04-2023,Bretagne,2455,4
26-04-2023,Bretagne,2373,4
27-04-2023,Bretagne,2306,4
28-04-2023,Bretagne,2478,4
29-04-2023,Bretagne,2505,4
30-04-2023,Bretagne,2508,4
01-05-2023,Bretagne,2476,4
02-05-2023,Bretagne,2829,4
03-05-2023,Bretagne,2626,4
04-05-2023,Bretagne,2632,4
05-05-2023,Bretagne,2747,4
06-05-2023,Bretagne,2548,4
07-05-2023,Bretagne,2564,4
08-05-2023,Bretagne,2436,4
09-05-2023,Bretagne,2729,4
10-05-2023,Bretagne,2474,4
11-05-2023,Bretagne,2533,4
12-05-2023,Bretagne,2557,4
13-05-2023,Bretagne,2595,4
14-05-2023,Bretagne,2431,4
15-05-2023,Bretagne,2868,4
16-05-2023,Bretagne,2543,4
17-05-2023,Bretagne,2671,4
18-05-2023,Bretagne,2423,4
19-05-2023,Bretagne,2754,4
20-05-2023,Bretagne,2523,4
21-05-2023,Bretagne,2445,4
22-05-2023,Bretagne,2927,4
23-05-2023,Bretagne,2609,4
24-05-2023,Bretagne,2615,4
25-05-2023,Bretagne,2648,4
26-05-2023,Bretagne,2700,4
27-05-2023,Bretagne,2616,4
28-05-2023,Bretagne,2687,4
29-05-2023,Bretagne,2816,4
30-05-2023,Bretagne,3010,4
31-05-2023,Bretagne,2664,4
01-06-2023,Bretagne,2670,4
02-06-2023,Bretagne,2641,4
03-06-2023,Bretagne,2584,4
04-06-2023,Bretagne,2546,4
05-06-2023,Bretagne,3065,4
06-06-2023,Bretagne,2622,4
07-06-2023,Bretagne,2627,4
08-06-2023,Bretagne,2725,4
09-06-2023,Bretagne,2741,4
10-06-2023,Bretagne,2639,4
11-06-2023,Bretagne,2699,4
12-06-2023,Bretagne,3108,4
13-06-2023,Bretagne,2711,4
14-06-2023,Bretagne,2621,4
15-06-2023,Bretagne,2638,4
16-06-2023,Bretagne,2642,4
17-06-2023,Bretagne,2592,4
18-06-2023,Bretagne,2511,4
19-06-2023,Bretagne,2935,4
20-06-2023,Bretagne,2698,4
21-06-2023,Bretagne,2503,4
22-06-2023,Bretagne,2814,4
23-06-2023,Bretagne,2716,4
24-06-2023,Bretagne,2561,4
25-06-2023,Bretagne,2610,4
26-06-2023,Bretagne,2909,4
27-06-2023,Bretagne,2593,4
28-06-2023,Bretagne,2482,4
29-06-2023,Bretagne,2538,4
30-06-2023,Bretagne,2470,4
01-07-2023,Bretagne,2532,4
02-07-2023,Bretagne,2442,4
03-07-2023,Bretagne,2852,4
04-07-2023,Bretagne,2427,4
05-07-2023,Bretagne,2402,4
06-07-2023,Bretagne,2453,4
07-07-2023,Bretagne,2507,4
08-07-2023,Bretagne,2526,4
09-07-2023,Bretagne,2527,4
10-07-2023,Bretagne,2920,4
11-07-2023,Bretagne,2559,4
12-07-2023,Bretagne,2587,4
13-07-2023,Bretagne,2652,4
14-07-2023,Bretagne,2471,4
15-07-2023,Bretagne,2719,4
16-07-2023,Bretagne,2582,4
17-07-2023,Bretagne,2962,4
18-07-2023,Bretagne,2774,4
19-07-2023,Bretagne,2598,4
20-07-2023,Bretagne,2612,4
21-07-2023,Bretagne,2698,4
22-07-2023,Bretagne,2587,4
23-07-2023,Bretagne,2235,4
24-07-2023,Bretagne,2728,4
25-07-2023,Bretagne,2601,4
26-07-2023,Bretagne,2489,4
27-07-2023,Bretagne,2357,4
28-07-2023,Bretagne,2492,4
29-07-2023,Bretagne,2540,4
30-07-2023,Bretagne,2332,4
31-07-2023,Bretagne,2625,4
01-08-2023,Bretagne,2448,4
02-08-2023,Bretagne,2320,4
03-08-2023,Bretagne,2395,4
04-08-2023,Bretagne,2506,4
05-08-2023,Bretagne,2544,4
06-08-2023,Bretagne,2252,4
07-08-2023,Bretagne,2760,4
08-08-2023,Bretagne,2641,4
09-08-2023,Bretagne,2528,4
10-08-2023,Bretagne,2590,4
11-08-2023,Bretagne,2504,4
12-08-2023,Bretagne,2496,4
13-08-2023,Bretagne,2425,4
14-08-2023,Bretagne,3063,4
15-08-2023,Bretagne,2274,4
16-08-2023,Bretagne,2741,4
17-08-2023,Bretagne,2513,4
18-08-2023,Bretagne,2628,4
19-08-2023,Bretagne,2431,4
20-08-2023,Bretagne,2295,4
21-08-2023,Bretagne,2690,4
22-08-2023,Bretagne,2579,4
23-08-2023,Bretagne,2437,4
24-08-2023,Bretagne,2518,4
25-08-2023,Bretagne,2602,4
26-08-2023,Bretagne,2489,4
27-08-2023,Bretagne,2306,4
28-08-2023,Bretagne,2622,4
29-08-2023,Bretagne,2351,4
30-08-2023,Bretagne,2287,4
31-08-2023,Bretagne,2312,4
01-09-2023,Bretagne,2439,4
02-09-2023,Bretagne,2442,4
03-09-2023,Bretagne,2349,4
04-09-2023,Bretagne,2550,4
05-09-2023,Bretagne,2419,4
06-09-2023,Bretagne,2420,4
07-09-2023,Bretagne,2574,4
08-09-2023,Bretagne,2605,4
09-09-2023,Bretagne,2585,4
10-09-2023,Bretagne,2565,4
11-09-2023,Bretagne,2978,4
12-09-2023,Bretagne,2656,4
13-09-2023,Bretagne,2566,4
14-09-2023,Bretagne,2562,4
15-09-2023,Bretagne,2640,4
16-09-2023,Bretagne,2604,4
17-09-2023,Bretagne,2571,4
18-09-2023,Bretagne,2929,4
19-09-2023,Bretagne,2540,4
20-09-2023,Bretagne,2517,4
21-09-2023,Bretagne,2437,4
22-09-2023,Bretagne,2614,4
23-09-2023,Bretagne,2583,4
24-09-2023,Bretagne,2609,4
25-09-2023,Bretagne,2944,4
26-09-2023,Bretagne,2663,4
27-09-2023,Bretagne,2523,4
28-09-2023,Bretagne,2518,4
29-09-2023,Bretagne,2611,4
30-09-2023,Bretagne,2695,4
01-10-2023,Bretagne,2636,4
02-10-2023,Bretagne,3044,4
03-10-2023,Bretagne,2639,4
04-10-2023,Bretagne,2552,4
05-10-2023,Bretagne,2624,4
06-10-2023,Bretagne,2580,4
07-10-2023,Bretagne,2710,4
08-10-2023,Bretagne,2615,4
09-10-2023,Bretagne,3094,4
10-10-2023,Bretagne,2774,4
11-10-2023,Bretagne,2658,4
12-10-2023,Bretagne,2814,4
13-10-2023,Bretagne,2812,4
14-10-2023,Bretagne,2606,4
15-10-2023,Bretagne,2500,4
16-10-2023,Bretagne,2987,4
17-10-2023,Bretagne,2654,4
18-10-2023,Bretagne,2524,4
19-10-2023,Bretagne,2674,4
20-10-2023,Bretagne,2648,4
21-10-2023,Bretagne,2344,4
22-10-2023,Bretagne,2485,4
23-10-2023,Bretagne,2728,4
24-10-2023,Bretagne,2412,4
25-10-2023,Bretagne,2401,4
26-10-2023,Bretagne,2338,4
27-10-2023,Bretagne,2397,4
28-10-2023,Bretagne,2292,4
29-10-2023,Bretagne,2288,4
30-10-2023,Bretagne,2627,4
31-10-2023,Bretagne,2407,4
01-11-2023,Bretagne,1976,4
02-11-2023,Bretagne,2251,4
03-11-2023,Bretagne,2649,4
04-11-2023,Bretagne,2565,4
05-11-2023,Bretagne,2343,4
06-11-2023,Bretagne,2709,4
07-11-2023,Bretagne,2536,4
08-11-2023,Bretagne,2469,4
09-11-2023,Bretagne,2432,4
10-11-2023,Bretagne,2574,4
11-11-2023,Bretagne,2531,4
12-11-2023,Bretagne,2277,4
13-11-2023,Bretagne,2986,4
14-11-2023,Bretagne,2594,4
15-11-2023,Bretagne,2527,4
16-11-2023,Bretagne,2594,4
17-11-2023,Bretagne,2527,4
18-11-2023,Bretagne,2539,4
19-11-2023,Bretagne,2632,4
20-11-2023,Bretagne,2958,4
21-11-2023,Bretagne,2584,4
22-11-2023,Bretagne,2522,4
23-11-2023,Bretagne,2623,4
24-11-2023,Bretagne,2597,4
25-11-2023,Bretagne,2565,4
26-11-2023,Bretagne,2390,4
27-11-2023,Bretagne,2947,4
28-11-2023,Bretagne,2554,4
29-11-2023,Bretagne,2571,4
30-11-2023,Bretagne,2525,4
01-12-2023,Bretagne,2612,4
02-12-2023,Bretagne,2450,4
03-12-2023,Bretagne,2361,4
04-12-2023,Bretagne,2891,4
05-12-2023,Bretagne,2597,4
06-12-2023,Bretagne,2555,4
07-12-2023,Bretagne,2556,4
08-12-2023,Bretagne,2678,4
09-12-2023,Bretagne,2497,4
10-12-2023,Bretagne,2379,4
11-12-2023,Bretagne,3017,4
12-12-2023,Bretagne,2766,4
13-12-2023,Bretagne,2492,4
14-12-2023,Bretagne,2536,4
15-12-2023,Bretagne,2548,4
16-12-2023,Bretagne,2471,4
17-12-2023,Bretagne,2250,4
18-12-2023,Bretagne,2789,4
19-12-2023,Bretagne,2638,4
20-12-2023,Bretagne,2413,4
21-12-2023,Bretagne,2538,4
22-12-2023,Bretagne,2526,4
23-12-2023,Bretagne,2454,4
24-12-2023,Bretagne,2056,4
25-12-2023,Bretagne,2101,4
26-12-2023,Bretagne,2843,4
27-12-2023,Bretagne,2576,4
28-12-2023,Bretagne,2575,4
29-12-2023,Bretagne,2718,4
30-12-2023,Bretagne,2575,4
31-12-2023,Bretagne,2000,4
01-01-2017,Centre-Val de Loire,1988,6
02-01-2017,Centre-Val de Loire,2517,6
03-01-2017,Centre-Val de Loire,2384,6
04-01-2017,Centre-Val de Loire,2360,6
05-01-2017,Centre-Val de Loire,2620,6
06-01-2017,Centre-Val de Loire,2501,6
07-01-2017,Centre-Val de Loire,2253,6
08-01-2017,Centre-Val de Loire,2217,6
09-01-2017,Centre-Val de Loire,2813,6
10-01-2017,Centre-Val de Loire,2512,6
11-01-2017,Centre-Val de Loire,2284,6
12-01-2017,Centre-Val de Loire,2330,6
13-01-2017,Centre-Val de Loire,2274,6
14-01-2017,Centre-Val de Loire,2232,6
15-01-2017,Centre-Val de Loire,2095,6
16-01-2017,Centre-Val de Loire,2492,6
17-01-2017,Centre-Val de Loire,2356,6
18-01-2017,Centre-Val de Loire,2180,6
19-01-2017,Centre-Val de Loire,2369,6
20-01-2017,Centre-Val de Loire,2223,6
21-01-2017,Centre-Val de Loire,2248,6
22-01-2017,Centre-Val de Loire,2074,6
23-01-2017,Centre-Val de Loire,2673,6
24-01-2017,Centre-Val de Loire,2414,6
25-01-2017,Centre-Val de Loire,2313,6
26-01-2017,Centre-Val de Loire,2477,6
27-01-2017,Centre-Val de Loire,2671,6
28-01-2017,Centre-Val de Loire,2467,6
29-01-2017,Centre-Val de Loire,2249,6
30-01-2017,Centre-Val de Loire,2874,6
31-01-2017,Centre-Val de Loire,2694,6
01-02-2017,Centre-Val de Loire,2610,6
02-02-2017,Centre-Val de Loire,2732,6
03-02-2017,Centre-Val de Loire,2557,6
04-02-2017,Centre-Val de Loire,2347,6
05-02-2017,Centre-Val de Loire,2363,6
06-02-2017,Centre-Val de Loire,2768,6
07-02-2017,Centre-Val de Loire,2599,6
08-02-2017,Centre-Val de Loire,2353,6
09-02-2017,Centre-Val de Loire,2419,6
10-02-2017,Centre-Val de Loire,2354,6
11-02-2017,Centre-Val de Loire,2227,6
12-02-2017,Centre-Val de Loire,2009,6
13-02-2017,Centre-Val de Loire,2469,6
14-02-2017,Centre-Val de Loire,2162,6
15-02-2017,Centre-Val de Loire,2220,6
16-02-2017,Centre-Val de Loire,2212,6
17-02-2017,Centre-Val de Loire,2209,6
18-02-2017,Centre-Val de Loire,2234,6
19-02-2017,Centre-Val de Loire,1989,6
20-02-2017,Centre-Val de Loire,2341,6
21-02-2017,Centre-Val de Loire,2053,6
22-02-2017,Centre-Val de Loire,2134,6
23-02-2017,Centre-Val de Loire,2248,6
24-02-2017,Centre-Val de Loire,2240,6
25-02-2017,Centre-Val de Loire,2234,6
26-02-2017,Centre-Val de Loire,2140,6
27-02-2017,Centre-Val de Loire,2596,6
28-02-2017,Centre-Val de Loire,2276,6
01-03-2017,Centre-Val de Loire,2218,6
02-03-2017,Centre-Val de Loire,2336,6
03-03-2017,Centre-Val de Loire,2391,6
04-03-2017,Centre-Val de Loire,2166,6
05-03-2017,Centre-Val de Loire,2104,6
06-03-2017,Centre-Val de Loire,2454,6
07-03-2017,Centre-Val de Loire,2333,6
08-03-2017,Centre-Val de Loire,2268,6
09-03-2017,Centre-Val de Loire,2459,6
10-03-2017,Centre-Val de Loire,2502,6
11-03-2017,Centre-Val de Loire,2406,6
12-03-2017,Centre-Val de Loire,2192,6
13-03-2017,Centre-Val de Loire,2834,6
14-03-2017,Centre-Val de Loire,2432,6
15-03-2017,Centre-Val de Loire,2304,6
16-03-2017,Centre-Val de Loire,2456,6
17-03-2017,Centre-Val de Loire,2454,6
18-03-2017,Centre-Val de Loire,2266,6
19-03-2017,Centre-Val de Loire,2242,6
20-03-2017,Centre-Val de Loire,2755,6
21-03-2017,Centre-Val de Loire,2493,6
22-03-2017,Centre-Val de Loire,2359,6
23-03-2017,Centre-Val de Loire,2452,6
24-03-2017,Centre-Val de Loire,2369,6
25-03-2017,Centre-Val de Loire,2330,6
26-03-2017,Centre-Val de Loire,2170,6
27-03-2017,Centre-Val de Loire,2828,6
28-03-2017,Centre-Val de Loire,2518,6
29-03-2017,Centre-Val de Loire,2528,6
30-03-2017,Centre-Val de Loire,2483,6
31-03-2017,Centre-Val de Loire,2474,6
01-04-2017,Centre-Val de Loire,2444,6
02-04-2017,Centre-Val de Loire,2373,6
03-04-2017,Centre-Val de Loire,2791,6
04-04-2017,Centre-Val de Loire,2538,6
05-04-2017,Centre-Val de Loire,2361,6
06-04-2017,Centre-Val de Loire,2475,6
07-04-2017,Centre-Val de Loire,2467,6
08-04-2017,Centre-Val de Loire,2405,6
09-04-2017,Centre-Val de Loire,2287,6
10-04-2017,Centre-Val de Loire,2694,6
11-04-2017,Centre-Val de Loire,2277,6
12-04-2017,Centre-Val de Loire,2336,6
13-04-2017,Centre-Val de Loire,2280,6
14-04-2017,Centre-Val de Loire,2408,6
15-04-2017,Centre-Val de Loire,2215,6
16-04-2017,Centre-Val de Loire,2067,6
17-04-2017,Centre-Val de Loire,2224,6
18-04-2017,Centre-Val de Loire,2455,6
19-04-2017,Centre-Val de Loire,2192,6
20-04-2017,Centre-Val de Loire,2249,6
21-04-2017,Centre-Val de Loire,2244,6
22-04-2017,Centre-Val de Loire,2300,6
23-04-2017,Centre-Val de Loire,2140,6
24-04-2017,Centre-Val de Loire,2632,6
25-04-2017,Centre-Val de Loire,2259,6
26-04-2017,Centre-Val de Loire,2354,6
27-04-2017,Centre-Val de Loire,2430,6
28-04-2017,Centre-Val de Loire,2397,6
29-04-2017,Centre-Val de Loire,2288,6
30-04-2017,Centre-Val de Loire,2240,6
01-05-2017,Centre-Val de Loire,2266,6
02-05-2017,Centre-Val de Loire,2751,6
03-05-2017,Centre-Val de Loire,2398,6
04-05-2017,Centre-Val de Loire,2508,6
05-05-2017,Centre-Val de Loire,2540,6
06-05-2017,Centre-Val de Loire,2309,6
07-05-2017,Centre-Val de Loire,2170,6
08-05-2017,Centre-Val de Loire,2333,6
09-05-2017,Centre-Val de Loire,2790,6
10-05-2017,Centre-Val de Loire,2452,6
11-05-2017,Centre-Val de Loire,2481,6
12-05-2017,Centre-Val de Loire,2338,6
13-05-2017,Centre-Val de Loire,2263,6
14-05-2017,Centre-Val de Loire,2342,6
15-05-2017,Centre-Val de Loire,2790,6
16-05-2017,Centre-Val de Loire,2391,6
17-05-2017,Centre-Val de Loire,2495,6
18-05-2017,Centre-Val de Loire,2528,6
19-05-2017,Centre-Val de Loire,2410,6
20-05-2017,Centre-Val de Loire,2330,6
21-05-2017,Centre-Val de Loire,2310,6
22-05-2017,Centre-Val de Loire,2733,6
23-05-2017,Centre-Val de Loire,2584,6
24-05-2017,Centre-Val de Loire,2475,6
25-05-2017,Centre-Val de Loire,2255,6
26-05-2017,Centre-Val de Loire,2562,6
27-05-2017,Centre-Val de Loire,2511,6
28-05-2017,Centre-Val de Loire,2484,6
29-05-2017,Centre-Val de Loire,2970,6
30-05-2017,Centre-Val de Loire,2577,6
31-05-2017,Centre-Val de Loire,2546,6
01-06-2017,Centre-Val de Loire,2610,6
02-06-2017,Centre-Val de Loire,2687,6
03-06-2017,Centre-Val de Loire,2561,6
04-06-2017,Centre-Val de Loire,2449,6
05-06-2017,Centre-Val de Loire,2605,6
06-06-2017,Centre-Val de Loire,2705,6
07-06-2017,Centre-Val de Loire,2427,6
08-06-2017,Centre-Val de Loire,2562,6
09-06-2017,Centre-Val de Loire,2298,6
10-06-2017,Centre-Val de Loire,2393,6
11-06-2017,Centre-Val de Loire,2489,6
12-06-2017,Centre-Val de Loire,2784,6
13-06-2017,Centre-Val de Loire,2366,6
14-06-2017,Centre-Val de Loire,2486,6
15-06-2017,Centre-Val de Loire,2456,6
16-06-2017,Centre-Val de Loire,2516,6
17-06-2017,Centre-Val de Loire,2550,6
18-06-2017,Centre-Val de Loire,2479,6
19-06-2017,Centre-Val de Loire,2896,6
20-06-2017,Centre-Val de Loire,2517,6
21-06-2017,Centre-Val de Loire,2516,6
22-06-2017,Centre-Val de Loire,2611,6
23-06-2017,Centre-Val de Loire,2818,6
24-06-2017,Centre-Val de Loire,2638,6
25-06-2017,Centre-Val de Loire,2623,6
26-06-2017,Centre-Val de Loire,3040,6
27-06-2017,Centre-Val de Loire,2711,6
28-06-2017,Centre-Val de Loire,2572,6
29-06-2017,Centre-Val de Loire,2477,6
30-06-2017,Centre-Val de Loire,2370,6
01-07-2017,Centre-Val de Loire,2242,6
02-07-2017,Centre-Val de Loire,2101,6
03-07-2017,Centre-Val de Loire,2675,6
04-07-2017,Centre-Val de Loire,2371,6
05-07-2017,Centre-Val de Loire,2472,6
06-07-2017,Centre-Val de Loire,2473,6
07-07-2017,Centre-Val de Loire,2412,6
08-07-2017,Centre-Val de Loire,2332,6
09-07-2017,Centre-Val de Loire,2460,6
10-07-2017,Centre-Val de Loire,2674,6
11-07-2017,Centre-Val de Loire,2375,6
12-07-2017,Centre-Val de Loire,2368,6
13-07-2017,Centre-Val de Loire,2331,6
14-07-2017,Centre-Val de Loire,2184,6
15-07-2017,Centre-Val de Loire,2561,6
16-07-2017,Centre-Val de Loire,2200,6
17-07-2017,Centre-Val de Loire,2596,6
18-07-2017,Centre-Val de Loire,2400,6
19-07-2017,Centre-Val de Loire,2280,6
20-07-2017,Centre-Val de Loire,2341,6
21-07-2017,Centre-Val de Loire,2312,6
22-07-2017,Centre-Val de Loire,2238,6
23-07-2017,Centre-Val de Loire,2033,6
24-07-2017,Centre-Val de Loire,2378,6
25-07-2017,Centre-Val de Loire,2275,6
26-07-2017,Centre-Val de Loire,2276,6
27-07-2017,Centre-Val de Loire,2184,6
28-07-2017,Centre-Val de Loire,2196,6
29-07-2017,Centre-Val de Loire,2220,6
30-07-2017,Centre-Val de Loire,2103,6
31-07-2017,Centre-Val de Loire,2435,6
01-08-2017,Centre-Val de Loire,2217,6
02-08-2017,Centre-Val de Loire,2162,6
03-08-2017,Centre-Val de Loire,2243,6
04-08-2017,Centre-Val de Loire,2285,6
05-08-2017,Centre-Val de Loire,2136,6
06-08-2017,Centre-Val de Loire,1947,6
07-08-2017,Centre-Val de Loire,2377,6
08-08-2017,Centre-Val de Loire,2098,6
09-08-2017,Centre-Val de Loire,2060,6
10-08-2017,Centre-Val de Loire,2079,6
11-08-2017,Centre-Val de Loire,2128,6
12-08-2017,Centre-Val de Loire,1998,6
13-08-2017,Centre-Val de Loire,1992,6
14-08-2017,Centre-Val de Loire,2410,6
15-08-2017,Centre-Val de Loire,1947,6
16-08-2017,Centre-Val de Loire,2462,6
17-08-2017,Centre-Val de Loire,2286,6
18-08-2017,Centre-Val de Loire,2268,6
19-08-2017,Centre-Val de Loire,2074,6
20-08-2017,Centre-Val de Loire,2040,6
21-08-2017,Centre-Val de Loire,2337,6
22-08-2017,Centre-Val de Loire,2105,6
23-08-2017,Centre-Val de Loire,2229,6
24-08-2017,Centre-Val de Loire,2324,6
25-08-2017,Centre-Val de Loire,2246,6
26-08-2017,Centre-Val de Loire,2249,6
27-08-2017,Centre-Val de Loire,2183,6
28-08-2017,Centre-Val de Loire,2478,6
29-08-2017,Centre-Val de Loire,2203,6
30-08-2017,Centre-Val de Loire,2135,6
31-08-2017,Centre-Val de Loire,2197,6
01-09-2017,Centre-Val de Loire,2210,6
02-09-2017,Centre-Val de Loire,2091,6
03-09-2017,Centre-Val de Loire,2033,6
04-09-2017,Centre-Val de Loire,2243,6
05-09-2017,Centre-Val de Loire,2064,6
06-09-2017,Centre-Val de Loire,2092,6
07-09-2017,Centre-Val de Loire,2146,6
08-09-2017,Centre-Val de Loire,2140,6
09-09-2017,Centre-Val de Loire,2187,6
10-09-2017,Centre-Val de Loire,2076,6
11-09-2017,Centre-Val de Loire,2498,6
12-09-2017,Centre-Val de Loire,2209,6
13-09-2017,Centre-Val de Loire,2227,6
14-09-2017,Centre-Val de Loire,2299,6
15-09-2017,Centre-Val de Loire,2377,6
16-09-2017,Centre-Val de Loire,2270,6
17-09-2017,Centre-Val de Loire,2123,6
18-09-2017,Centre-Val de Loire,2676,6
19-09-2017,Centre-Val de Loire,2429,6
20-09-2017,Centre-Val de Loire,2377,6
21-09-2017,Centre-Val de Loire,2378,6
22-09-2017,Centre-Val de Loire,2505,6
23-09-2017,Centre-Val de Loire,2418,6
24-09-2017,Centre-Val de Loire,2426,6
25-09-2017,Centre-Val de Loire,2665,6
26-09-2017,Centre-Val de Loire,2517,6
27-09-2017,Centre-Val de Loire,2537,6
28-09-2017,Centre-Val de Loire,2606,6
29-09-2017,Centre-Val de Loire,2579,6
30-09-2017,Centre-Val de Loire,2475,6
01-10-2017,Centre-Val de Loire,2179,6
02-10-2017,Centre-Val de Loire,2855,6
03-10-2017,Centre-Val de Loire,2434,6
04-10-2017,Centre-Val de Loire,2480,6
05-10-2017,Centre-Val de Loire,2616,6
06-10-2017,Centre-Val de Loire,2463,6
07-10-2017,Centre-Val de Loire,2251,6
08-10-2017,Centre-Val de Loire,2119,6
09-10-2017,Centre-Val de Loire,2726,6
10-10-2017,Centre-Val de Loire,2354,6
11-10-2017,Centre-Val de Loire,2501,6
12-10-2017,Centre-Val de Loire,2635,6
13-10-2017,Centre-Val de Loire,2600,6
14-10-2017,Centre-Val de Loire,2460,6
15-10-2017,Centre-Val de Loire,2390,6
16-10-2017,Centre-Val de Loire,3029,6
17-10-2017,Centre-Val de Loire,2608,6
18-10-2017,Centre-Val de Loire,2590,6
19-10-2017,Centre-Val de Loire,2584,6
20-10-2017,Centre-Val de Loire,2497,6
21-10-2017,Centre-Val de Loire,2286,6
22-10-2017,Centre-Val de Loire,2230,6
23-10-2017,Centre-Val de Loire,2578,6
24-10-2017,Centre-Val de Loire,2240,6
25-10-2017,Centre-Val de Loire,2374,6
26-10-2017,Centre-Val de Loire,2326,6
27-10-2017,Centre-Val de Loire,2212,6
28-10-2017,Centre-Val de Loire,2196,6
29-10-2017,Centre-Val de Loire,2030,6
30-10-2017,Centre-Val de Loire,2574,6
31-10-2017,Centre-Val de Loire,2204,6
01-11-2017,Centre-Val de Loire,1908,6
02-11-2017,Centre-Val de Loire,2455,6
03-11-2017,Centre-Val de Loire,2288,6
04-11-2017,Centre-Val de Loire,2132,6
05-11-2017,Centre-Val de Loire,2080,6
06-11-2017,Centre-Val de Loire,2575,6
07-11-2017,Centre-Val de Loire,2319,6
08-11-2017,Centre-Val de Loire,2217,6
09-11-2017,Centre-Val de Loire,2298,6
10-11-2017,Centre-Val de Loire,2406,6
11-11-2017,Centre-Val de Loire,2105,6
12-11-2017,Centre-Val de Loire,2068,6
13-11-2017,Centre-Val de Loire,2506,6
14-11-2017,Centre-Val de Loire,2345,6
15-11-2017,Centre-Val de Loire,2336,6
16-11-2017,Centre-Val de Loire,2374,6
17-11-2017,Centre-Val de Loire,2450,6
18-11-2017,Centre-Val de Loire,2238,6
19-11-2017,Centre-Val de Loire,2218,6
20-11-2017,Centre-Val de Loire,2813,6
21-11-2017,Centre-Val de Loire,2434,6
22-11-2017,Centre-Val de Loire,2379,6
23-11-2017,Centre-Val de Loire,2525,6
24-11-2017,Centre-Val de Loire,2550,6
25-11-2017,Centre-Val de Loire,2289,6
26-11-2017,Centre-Val de Loire,2126,6
27-11-2017,Centre-Val de Loire,2778,6
28-11-2017,Centre-Val de Loire,2492,6
29-11-2017,Centre-Val de Loire,2279,6
